"Path","Size","LastWriteTime","SHA256"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro3_pips.csv","4182384","2026-05-30T15:22:32","7506361A36CD433D958735EF7EA367DB5A95FF0A166AB32F6BDA78D1095A6655"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro3_sample_to_regs_timing.rpt","1794","2026-05-30T15:22:32","2735DC3673F8E138C9D70EA9572E017535F65A12570565E9B7ED20BE6D740B30"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro3_summary.txt","291","2026-05-30T15:22:13","6BC4EACAFF581B0BF163B98777B8BF48CC28D581EFC7F4FEFC81D3CC74C8849F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_cells.csv","17879","2026-05-30T15:23:45","D7E3E50DF7A0719DB63F0E39D4CCAA858036BD33B2074F6C1B1FEAF26D5FBAFC"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_neighborhood_cells.csv","30272","2026-05-30T15:24:05","9DB0791746318A757E28483155C31391BC8BC313989ACFCF8464BA7357ED1BBB"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_net_delays.csv","131528","2026-05-30T15:24:05","513E24FB4599237F2ED775EAAD745427D90F564856424E2DE7C1EE5F8F21811F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_nets.csv","156264","2026-05-30T15:24:05","97DB2A7B9A929138D6FB7564E9519CAC9148ECFD3811F4BCAEA1681A72322E28"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_pips.csv","4163973","2026-05-30T15:24:05","0942E8A35A824B98AA46C407A1B6ECB208D89A0FB8DAB116AE93F20335EDBE20"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_sample_to_regs_timing.rpt","1794","2026-05-30T15:24:05","1C27AFC2076ADC1DEA73442A582C7C3EE2DAB484F5FEAF028D380314FEBD423B"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro4_summary.txt","291","2026-05-30T15:23:45","AAFDB5EB0553BBDD83690C88A2148B1460FDA6831C545052ACBF134FB8708745"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_cells.csv","17869","2026-05-30T15:25:17","7522B85493F500E3AA7555E2467E53AEC5CCC97FF3C33E8CD4EE84E1CA58D1A3"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_neighborhood_cells.csv","79926","2026-05-30T15:25:37","A93C5024D064F76C6E1F0662F0C1728D34531086C938B2BF62F4E97A942A48AD"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_net_delays.csv","131541","2026-05-30T15:25:36","B3D71C44E509A2E5B657F4FAC72DA997E52051463787A36E304871CFE61770D7"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_nets.csv","156547","2026-05-30T15:25:36","E4EE23E686A046C9A878F202EB1BCB5376338B6DEECDD41FD5F17D4F6F475B6B"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_pips.csv","4173639","2026-05-30T15:25:36","631A8F8345453E86AAD464ADFFDF35FB217980BFCB3C418E567433A203557B43"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_sample_to_regs_timing.rpt","1794","2026-05-30T15:25:37","1A2A380DC3EF1C128F86DDD1AFCFC040FE3E2F773531789ACE5ABD9D09A1506A"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro5_summary.txt","291","2026-05-30T15:25:17","F92A0C4480A0EE7BC5E0D02982C60D959B811DDA83400FA1BC21597098508CCD"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_cells.csv","17880","2026-05-30T15:26:52","38FC11259FA24DC63B43BDD25490F0402E6683E6BDB254938864564F0BD161CC"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_neighborhood_cells.csv","33802","2026-05-30T15:27:13","8848FDAE2B4C6657AC3806ED8F81129161F3503DF826DAC1FEB3E52361F236DC"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_net_delays.csv","131448","2026-05-30T15:27:13","48AC08963B1EDBAE63DBD7911C1786CD43A75E4A931795782800E403DC79F0EF"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_nets.csv","155230","2026-05-30T15:27:13","7CDA41EA91D04A450CF6305E27623C1FC5D443019766B83BBA4B478401B5E5E6"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_pips.csv","4161710","2026-05-30T15:27:13","6FE4A701EF3E4062BA088B4CDB460741A043817198E4F68D271DD08EBFB4F528"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_sample_to_regs_timing.rpt","1794","2026-05-30T15:27:14","D2658E76232116DA6174E4CFB62177BDC1B19D3D61250C89AF612DF04764100B"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro6_summary.txt","291","2026-05-30T15:26:52","4BEFD5FA7428E85B87F8712D647762F8855DDB02E1324AC084632AD5FC78A0BA"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_cells.csv","17878","2026-05-30T15:28:26","8415B6D3776AC9BF0F7971637F8B7AFC98E8574A18D2E0EC230C7CC80973A21A"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_neighborhood_cells.csv","51142","2026-05-30T15:28:47","BD19882956EB80DB1788F376185E976FED4752B80E0029EDC4EE4ACE6577E5A4"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_net_delays.csv","131478","2026-05-30T15:28:47","8077CE28307AD5000C342B64CA979E3BA0FA0A903E52F1A211DA50259EEE398E"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_nets.csv","155566","2026-05-30T15:28:47","C1EC558B72C0C42C8442D92012A31F73361A8D53C6D5013DE6BE2BF2D378C4E3"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_pips.csv","4181491","2026-05-30T15:28:47","97D5F9393E836E0A055E24A30C7BDB615BDF07AA7A772E489E9347F339E1C455"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_sample_to_regs_timing.rpt","1794","2026-05-30T15:28:47","03C8946F67F55FA6A25061E8E2BC2B196662652DD94AEBEB0DD36FDEBB7765E3"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_data_ro7_summary.txt","291","2026-05-30T15:28:26","34A6566B530360F14E00C807D887024FD0111054CFC1F8CE1201312732932DAA"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_cells.csv","18492","2026-05-30T15:30:00","104E815D6833B8414D07E000F41A4F09979C1EF3DFA60A55AE4FFA7BC6D853EF"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_neighborhood_cells.csv","96370","2026-05-30T15:30:21","809DE957FE07D9A01FAEBA945D781719147E167002AFE1DE9052EC63B37CC706"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_net_delays.csv","145904","2026-05-30T15:30:21","9E69BDE4DBB98E50E568D8BF1CBF702F1313CCABFA1D7FA1ACB917369F1B1D0D"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_nets.csv","165115","2026-05-30T15:30:21","D9F72A2E58864C0CAC648C41AB4DCD90D179AB9CF76352982A79B045E8DC6E26"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_pips.csv","4392929","2026-05-30T15:30:21","A0196D36E4D1DE7636C129172EFDF00A4A9B94DDB1D23024ABBBB88FF7F55018"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_sample_to_regs_timing.rpt","1893","2026-05-30T15:30:21","2A7434DE9BB1E3601068176EEAA768BDA136CD127E4AC03F23A15EE0EAE2D7AC"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro0_summary.txt","305","2026-05-30T15:29:59","D5EE3BA2A766B232C3F8B3A510A5495E810304A6274078A0CCEB3AB6AD63637F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_cells.csv","18497","2026-05-30T15:31:31","B952179D623C1BAAD2ECDC3D40FEBA9D1ECA99041EFFAED7258095D804102D69"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_neighborhood_cells.csv","111011","2026-05-30T15:31:52","4C6AA93C6B1C47AFA0430683F587B426BA30375C6BC53505664296857125EFBF"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_net_delays.csv","145857","2026-05-30T15:31:52","D90F38D0B2272BF0BCB80AE08B7B52B481447ED70F1164BA493AA242F6BCA06F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_nets.csv","164842","2026-05-30T15:31:52","3BFA16D9DBC98A2A224462B777B6095ADB60B0D207E0CEC3ECA8A814D5E63112"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_pips.csv","4387033","2026-05-30T15:31:52","E653F3B9892B668447212EDEFD6B96EC46014E5AD4878B75A8EB138430C52CB2"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_sample_to_regs_timing.rpt","1893","2026-05-30T15:31:52","5910C993BA039757046691317D7FE4ABF4961E8853CCE602236091DE22F1436C"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro1_summary.txt","305","2026-05-30T15:31:30","0B302FB3AD4B11A95CDAAAD05B2F4160031C9CBAD73DE930547A275CD9BF90B1"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_cells.csv","18503","2026-05-30T15:33:01","7691CB98429AF6EF0BF2CB086CBA21E0F521E4B71B528342F44B8365DC3207A5"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_neighborhood_cells.csv","134507","2026-05-30T15:33:24","D23E0A41280C3180BE0812900FA25AE7A1127CFB912FB1A6829D70E173FD2401"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_net_delays.csv","145928","2026-05-30T15:33:24","CF024918BDD3EE7EC1AF6E2FE7B1E5C49943185CD07ACE5CC814FAA5861DF858"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_nets.csv","164653","2026-05-30T15:33:24","15CA07422052E28E011A3B02687E15950D4B049D23C358BF17D58AC3573A5F42"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_pips.csv","4369874","2026-05-30T15:33:24","03EC26D9916FCF7687BA5E59772FFF90922EA89F38B665CE0BE5638A05C822FE"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_sample_to_regs_timing.rpt","1887","2026-05-30T15:33:24","D3BC636A2376FDF011FFC81589DBAE5B57D9A6877534E79DB72FECDE95CE6230"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro2_summary.txt","305","2026-05-30T15:33:01","D2A168DF5B36C8B36D1FFC8653F233E6939AA4F1F4C2FA11E68C31CEF3EDA6F2"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_cells.csv","18502","2026-05-30T15:34:35","D3797A7DE4D75FF937C1328550701D52A3DCCCCFCE768A337A465091D3085FAC"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_neighborhood_cells.csv","64233","2026-05-30T15:34:55","9E308B56DFACC26B92E3817783FE0DF7A3EB52156D225AECF477E16B89632419"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_net_delays.csv","145937","2026-05-30T15:34:55","E4A32C99C508FFF358EB2197AAE0FEE08AB9915A17BE767813732DA6D3E935CF"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_nets.csv","165456","2026-05-30T15:34:55","CCFD7942E373E1815D4A75364D89DB4CEDED4FD489BCD80ADF1992A4A5FE9093"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_pips.csv","4377774","2026-05-30T15:34:55","ACAADD0000A911E269B9A02D78DF5DBF8130B4843B54AB3EC5E1EA08C34B34E1"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_sample_to_regs_timing.rpt","1899","2026-05-30T15:34:55","B2230490C42A7CE0ED82DB22CE603D83B5628104D147ECC5CE183BFB64951F05"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro3_summary.txt","305","2026-05-30T15:34:34","2F5F72A03C0D026D7E51A1B7BB20151F369DA1D44DC08B02FF754F813FF57767"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_cells.csv","18504","2026-05-30T15:36:04","E26C839E02BB23962C21E9FD8DA0C24E07984AF84C92AFB462F26D1376841BA1"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_neighborhood_cells.csv","131492","2026-05-30T15:36:24","BDFBC5FF186177D2F93733672ECD4D050D8918AFAD916CF2A9B9733567E484D1"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_net_delays.csv","146013","2026-05-30T15:36:24","DA6D55ED1C4FB19327095974A3EFBF26B5CE8C159E89B7B9ABCC1E1CC719E863"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_nets.csv","164711","2026-05-30T15:36:24","177C7F09B12552737408F1A19BCF4158415A4FF68B6B7113AF72598CAFA7F3E3"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_pips.csv","4397046","2026-05-30T15:36:24","A4F26AD20A82B3417A00AF48853E80CAA948A4F3C9A56B39EC86C0A3A4E5DAD0"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_sample_to_regs_timing.rpt","1893","2026-05-30T15:36:24","52EC09C7A9D770EC0587AAB50E320DD6E59BA3811E5D2DE424A304D5E541E136"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro4_summary.txt","305","2026-05-30T15:36:03","DBC61E9476A4B66B67DC98617DCC1540ECFCBF0010D113DDE6B079B3FD75E5BD"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_cells.csv","18503","2026-05-30T15:37:33","01A8F4E0741FE02FC3C012381685A912ACD72A4771B0724307679FF0E5ED6C02"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_neighborhood_cells.csv","107329","2026-05-30T15:37:53","2AD0C306480AF1F0FDB6C2CF61DDAE8E98079F6C9BF2FA49BC31AE827BBF6F3F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_net_delays.csv","145916","2026-05-30T15:37:53","214F1B89772BAB87DA529CA94FDF9F68C7FFDC830D8B9E924253836B7813FCFA"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_nets.csv","164362","2026-05-30T15:37:53","970D411F8BB4CDFCD0168F0C9703CBBF4A55C17F7C1731F97B1DF5EEBC18AD2D"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_pips.csv","4374960","2026-05-30T15:37:53","2A60A1C6286F264EAD38AF65FED018219933C40CEE2AA33136405C98F751672F"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_sample_to_regs_timing.rpt","1893","2026-05-30T15:37:54","34CEAFBB28F2C28C60F080E094028B64517255AF5AA77803086A587E3A5D34A6"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro5_summary.txt","305","2026-05-30T15:37:33","1AB2D29110DEFD079287F3CC74E9CB35CE0A9018FEC6692D6EE971AEE481D9DE"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_cells.csv","18494","2026-05-30T15:39:03","980C8934A3AB46A2906D577BBD1ECED61887B494B2AD7A4A87E075ADC1C50C4A"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_neighborhood_cells.csv","57178","2026-05-30T15:39:23","B9F80E05F8248F08F65E3D34F2AEAE72A9ADB614891313DA1030A748E9304217"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_net_delays.csv","145945","2026-05-30T15:39:22","D4FE3F5E9A78F59F5A80DDE3868903D0B5C2250CF810D5C5C93DB7BDE67EEBF5"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_nets.csv","165475","2026-05-30T15:39:22","AA9845533409E7F9A8B592A08D296E8CC8193FBBDB4F28137FD13EDB92F23FC5"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_pips.csv","4393577","2026-05-30T15:39:22","CDF9C2AC9D1B06F6F71296AAA79C8DD40633593DA9BB00BEC81772C08C0D867A"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_sample_to_regs_timing.rpt","1893","2026-05-30T15:39:23","EAEE8ECB5598F1C852AE184E9B1157941BC91DD24B8B88A85900C5F9246BD013"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro6_summary.txt","305","2026-05-30T15:39:03","209488B9546758BFFCF439FD27D90B7BA16E878169B2C436B18F693481B46428"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_cells.csv","18499","2026-05-30T15:40:31","96FA28B82497BB8AF3E90C49383BE1D3E598E30F25B907DF7808922CE88463C8"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_neighborhood_cells.csv","121358","2026-05-30T15:40:54","5D40D912BCE28A6519054D59B6C50DBBC3BE24416B85DC73993ADDDA3FA9CC5E"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_net_delays.csv","145905","2026-05-30T15:40:54","A78762E728D829F532265079E6A3925099567AE325F21BC9D5056479AC229744"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_nets.csv","165264","2026-05-30T15:40:54","6CEE1FA054EC84297D844B23C1ED7CA7FDAB379E926D238706EDC4ED3E917FE2"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_pips.csv","4384582","2026-05-30T15:40:54","03E43C74A0BEEC9DD0B84DB204C62E0C5BC7F46A5833590A689A3E510B6F6E2E"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_sample_to_regs_timing.rpt","1893","2026-05-30T15:40:54","37D64C30FCC5F2ABAF943E1FC1562B5F459CC9973E80E16638293AC8078767A8"
"data\experiments\second_heldout_sampler_route_diff_20260530\per_bitstream_extract\second_except_data_ro7_summary.txt","305","2026-05-30T15:40:31","21695DA9183EA61C599B7D6B4FEF834FC0521750801E6DB5F51159D1057ABBD8"
