family,mode,a_index,a_name,b_index,b_name,relation,freq_a_mhz,freq_b_mhz,abs_delta_f_mhz,beat_period_ns
random3,all_on,0,data0,7,data7,data_data,460.4628695025234,439.971160778659,20.491708723864406,48.80022517767938
random3,all_on,0,data0,3,data3,data_data,460.4628695025234,439.3354962749339,21.127373227589487,47.33196073301415
random3,all_on,0,data0,5,data5,data_data,460.4628695025234,437.0847253935825,23.378144108940887,42.77499511253135
random3,all_on,2,data2,5,data5,data_data,412.3623258049015,437.0847253935825,24.722399588681014,40.449148004947034
random3,all_on,2,data2,3,data3,data_data,412.3623258049015,439.3354962749339,26.973170470032414,37.07387684035937
random3,all_on,2,data2,7,data7,data_data,412.3623258049015,439.971160778659,27.608834973757496,36.22028966272974
random3,all_on,1,data1,2,data2,data_data,448.746695505888,412.3623258049015,36.3843697009865,27.484329348513814
random3,all_on,4,data4,5,data5,data_data,396.1668068741738,437.0847253935825,40.917918519408715,24.439170812798483
random3,all_on,3,data3,4,data4,data_data,439.3354962749339,396.1668068741738,43.168689400760115,23.164937687044812
random3,all_on,4,data4,7,data7,data_data,396.1668068741738,439.971160778659,43.8043539044852,22.828780951329325
random3,all_on,2,data2,6,data6,data_data,412.3623258049015,457.5472242249459,45.18489842004442,22.13128799591129
random3,all_on,0,data0,2,data2,data_data,460.4628695025234,412.3623258049015,48.1005436976219,20.78978579299178
random3,all_on,1,data1,4,data4,data_data,448.746695505888,396.1668068741738,52.5798886317142,19.018678548452417
random3,all_on,4,data4,6,data6,data_data,396.1668068741738,457.5472242249459,61.38041735077212,16.291841000123483
random3,all_on,0,data0,4,data4,data_data,460.4628695025234,396.1668068741738,64.2960626283496,15.553051915173997
random3,all_on,4,data4,8,sample,data_sample,396.1668068741738,91.69598654169671,304.4708203324771,3.2843869862734842
random3,all_on,2,data2,8,sample,data_sample,412.3623258049015,91.69598654169671,320.6663392632048,3.118506302525237
random3,all_on,5,data5,8,sample,data_sample,437.0847253935825,91.69598654169671,345.3887388518858,2.895288373686188
random3,all_on,3,data3,8,sample,data_sample,439.3354962749339,91.69598654169671,347.6395097332372,2.8765430050438012
random3,all_on,7,data7,8,sample,data_sample,439.971160778659,91.69598654169671,348.2751742369623,2.8712927994104223
random3,all_on,1,data1,8,sample,data_sample,448.746695505888,91.69598654169671,357.0507089641913,2.8007226281695754
random3,all_on,6,data6,8,sample,data_sample,457.5472242249459,91.69598654169671,365.8512376832492,2.73335141991727
random3,all_on,0,data0,8,sample,data_sample,460.4628695025234,91.69598654169671,368.7668829608267,2.711740251648974
