family,mode,a_index,a_name,b_index,b_name,relation,freq_a_mhz,freq_b_mhz,abs_delta_f_mhz,beat_period_ns
random3,all_on,1,data1,4,data4,data_data,448.9673076923077,396.3123498318116,52.6549578604961,18.991563959644548
random3,all_on,4,data4,6,data6,data_data,396.3123498318116,457.76911976911975,61.45676993730814,16.271600362663005
random3,all_on,0,data0,4,data4,data_data,460.87457952907255,396.3123498318116,64.56222969726093,15.488932223826607
random3,all_on,4,data4,8,sample,data_sample,396.3123498318116,91.71744353676117,304.59490629505046,3.2830489917363717
random3,all_on,2,data2,8,sample,data_sample,412.49543049543047,91.71744353676117,320.7779869586693,3.1174208974908404
random3,all_on,5,data5,8,sample,data_sample,437.2215281114849,91.71744353676117,345.5040845747237,2.8943217884989303
random3,all_on,3,data3,8,sample,data_sample,439.5141895141895,91.71744353676117,347.7967459774284,2.8752425419900245
random3,all_on,7,data7,8,sample,data_sample,440.2153846153846,91.71744353676117,348.49794107862346,2.8694574117279887
random3,all_on,1,data1,8,sample,data_sample,448.9673076923077,91.71744353676117,357.24986415554656,2.7991613163066176
random3,all_on,6,data6,8,sample,data_sample,457.76911976911975,91.71744353676117,366.0516762323586,2.7318547214225295
random3,all_on,0,data0,8,sample,data_sample,460.87457952907255,91.71744353676117,369.1571359923114,2.7088735459818594
